XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),label
0.26,3710.00,4500.00,9.42,26.60,42.60,2700.00,74.60,120.00,0.35,80.10,51.30,2630.00,25.70,50.60,3100.00,23.40,66.40,248.00,342.00,94.60,77.20,32.20,9.01,26.60,6.66,19.00,1.63,33.20,13.80,23.70,1.23,18.80,2.21,4.86,2.33,0.02,0.82,0.10,53.50,43.50,64.30,54.60,26.10,61.80,22.00,40.80,41.90,48.00,51.60,41.00,17.00,0.00
0.26,3720.00,4520.00,9.38,27.00,42.40,2700.00,74.50,120.00,0.34,80.10,49.20,2630.00,23.70,49.90,3100.00,22.00,66.40,244.00,342.00,94.40,77.40,32.20,9.01,26.60,6.66,19.00,1.63,33.20,13.80,23.70,1.23,18.80,2.21,4.86,2.33,0.02,0.82,0.10,53.50,43.50,64.00,54.30,26.30,61.70,22.30,41.50,35.60,46.20,51.80,41.80,20.40,0.00
0.25,3720.00,4490.00,9.33,27.00,42.50,2700.00,74.20,120.00,0.34,80.00,48.30,2630.00,26.50,49.60,3100.00,22.90,66.30,246.00,342.00,94.50,77.30,32.70,8.93,26.20,6.95,18.80,1.64,33.20,13.90,23.70,1.33,18.70,2.27,4.85,2.33,0.02,0.82,0.10,53.50,43.50,64.10,53.60,24.50,60.60,22.00,40.40,33.00,45.60,51.60,41.20,18.20,0.00
0.25,3720.00,4470.00,9.44,26.70,42.40,2700.00,74.90,120.00,0.34,80.20,50.40,2630.00,25.50,49.10,3100.00,22.80,66.40,244.00,342.00,94.30,77.60,32.70,8.93,26.20,6.95,18.80,1.64,33.20,13.90,23.70,1.33,18.70,2.27,4.85,2.33,0.02,0.82,0.10,53.50,43.50,64.20,53.80,24.30,61.20,22.20,40.50,39.40,44.40,51.70,41.70,18.50,0.00
0.20,3680.00,4480.00,9.40,27.40,42.00,2700.00,75.10,120.00,0.34,80.40,51.20,2630.00,23.80,50.10,3100.00,22.90,66.40,245.00,342.00,94.50,77.90,32.60,8.79,26.30,6.86,18.90,1.67,33.40,13.90,24.50,1.12,18.70,2.19,4.88,2.24,0.01,0.82,0.10,53.20,44.60,62.50,54.20,19.70,61.60,22.40,40.50,41.60,46.70,51.50,41.50,18.10,0.00
0.20,3660.00,4510.00,9.35,26.90,42.10,2700.00,75.20,120.00,0.35,80.40,50.70,2630.00,23.50,49.40,3100.00,21.60,66.50,244.00,342.00,94.60,77.50,32.60,8.79,26.30,6.86,18.90,1.67,33.40,13.90,24.50,1.12,18.70,2.19,4.88,2.24,0.01,0.82,0.10,53.20,44.60,62.80,53.80,19.80,59.90,22.60,40.10,40.10,45.20,51.50,40.90,21.20,0.00
0.20,3650.00,4480.00,9.30,26.90,41.80,2700.00,74.00,120.00,0.34,80.10,49.10,2630.00,25.00,49.00,3100.00,23.10,66.50,244.00,342.00,94.60,77.00,32.00,9.02,26.10,7.06,18.60,1.70,33.10,13.90,23.90,1.21,18.80,2.23,4.94,2.41,0.01,0.82,0.10,53.20,44.60,63.60,53.80,20.10,62.30,22.10,40.80,35.30,44.10,51.40,40.10,17.80,0.00
0.21,3660.00,4520.00,9.44,26.90,42.50,2700.00,73.90,120.00,0.34,80.10,51.00,2630.00,27.40,49.90,3100.00,23.50,66.40,245.00,342.00,94.60,77.30,32.00,9.02,26.10,7.06,18.60,1.70,33.10,13.90,23.90,1.21,18.80,2.23,4.94,2.41,0.01,0.82,0.10,53.20,44.60,63.50,53.40,20.00,62.10,22.20,40.90,41.00,46.30,51.20,41.00,16.80,0.00
0.26,3620.00,4530.00,9.43,27.10,42.50,2700.00,74.80,120.00,0.35,80.30,50.50,2630.00,22.40,49.60,3100.00,23.10,66.40,247.00,342.00,94.70,78.00,31.90,8.99,26.10,6.83,18.80,1.68,33.10,13.70,23.90,1.11,18.50,2.28,4.89,2.35,0.01,0.82,0.10,53.20,44.60,62.30,54.00,26.40,60.50,22.50,41.20,39.70,45.60,51.00,41.30,17.80,0.00
0.27,3620.00,4540.00,9.47,26.80,42.40,2710.00,75.40,120.00,0.35,80.60,49.20,2640.00,23.70,49.20,3100.00,23.00,66.40,244.00,342.00,94.60,77.50,31.90,8.99,26.10,6.83,18.80,1.68,33.10,13.70,23.90,1.11,18.50,2.28,4.89,2.35,0.01,0.81,0.10,53.90,43.40,62.30,53.90,26.30,61.70,22.40,41.30,35.60,44.70,51.00,41.00,18.00,0.00
0.27,3660.00,4480.00,9.46,27.00,42.70,2700.00,74.70,120.00,0.33,80.10,48.70,2630.00,25.30,48.00,3100.00,23.30,66.40,244.00,341.00,94.80,77.00,32.00,8.85,26.20,6.98,18.50,1.62,32.40,13.90,24.30,1.45,18.70,2.23,4.83,2.36,0.01,0.81,0.10,53.90,43.40,63.50,54.00,26.80,61.00,22.10,38.60,34.20,41.90,50.80,41.20,17.40,0.00
0.27,3660.00,4510.00,9.45,26.90,42.60,2710.00,75.30,120.00,0.33,80.00,50.00,2630.00,24.90,49.40,3100.00,23.00,66.30,243.00,342.00,94.50,77.00,32.00,8.85,26.20,6.98,18.50,1.62,32.40,13.90,24.30,1.45,18.70,2.23,4.83,2.36,0.01,0.81,0.10,53.90,43.40,63.70,53.60,26.80,60.90,22.20,38.80,38.20,45.00,50.70,40.70,18.00,0.00
0.27,3660.00,4550.00,9.41,26.90,42.00,2710.00,74.40,120.00,0.35,80.00,49.40,2640.00,24.20,48.70,3100.00,21.70,66.20,244.00,343.00,94.70,77.30,32.20,8.82,26.00,6.86,18.50,1.65,33.10,13.70,23.50,1.07,18.50,2.27,5.01,2.22,0.01,0.81,0.10,53.90,43.40,62.40,54.10,26.50,62.50,22.70,41.00,36.50,43.60,50.50,42.30,21.10,0.00
0.27,3660.00,4500.00,9.36,26.70,42.00,2710.00,74.60,120.00,0.35,79.90,51.00,2640.00,26.00,50.90,3100.00,23.50,66.10,241.00,343.00,94.60,77.10,32.20,8.82,26.00,6.86,18.50,1.65,33.10,13.70,23.50,1.07,18.50,2.27,5.01,2.22,0.01,0.81,0.10,53.90,43.40,62.30,54.70,26.90,62.00,22.40,40.70,41.00,48.70,50.50,40.00,16.90,0.00
0.25,3680.00,4540.00,9.31,27.00,42.50,2710.00,75.00,120.00,0.33,80.10,50.50,2640.00,25.20,49.60,3110.00,23.60,66.10,241.00,343.00,94.60,77.80,31.80,8.78,26.20,6.92,18.80,1.70,33.00,14.00,23.60,1.23,18.40,2.31,4.85,2.33,0.02,0.80,0.11,55.10,44.30,62.90,54.20,24.10,62.10,22.80,38.50,39.50,45.70,50.00,42.10,16.40,0.00
0.25,3700.00,4530.00,9.53,26.90,42.20,2710.00,75.10,120.00,0.32,80.30,48.70,2640.00,24.50,50.50,3110.00,22.20,66.10,239.00,343.00,94.40,77.50,31.80,8.78,26.20,6.92,18.80,1.70,33.00,14.00,23.60,1.23,18.40,2.31,4.85,2.33,0.02,0.80,0.11,55.10,44.30,62.60,54.30,24.30,61.40,22.70,38.70,34.20,47.80,49.90,41.60,19.90,0.00
0.29,3650.00,4520.00,9.42,27.10,42.30,2710.00,74.80,120.00,0.36,80.10,48.60,2640.00,24.50,48.60,3110.00,21.70,66.10,240.00,343.00,94.70,77.30,32.50,8.71,26.50,6.70,18.70,1.67,33.70,13.80,24.10,1.26,18.40,2.22,4.78,2.24,0.02,0.80,0.11,55.10,44.30,63.00,53.80,28.10,63.40,22.50,41.30,34.10,43.30,49.40,42.00,21.00,0.00
0.29,3630.00,4520.00,9.36,26.90,42.50,2710.00,74.50,120.00,0.35,79.90,49.20,2640.00,26.10,49.10,3110.00,22.80,66.10,242.00,343.00,94.40,77.10,32.50,8.71,26.50,6.70,18.70,1.67,33.70,13.80,24.10,1.26,18.40,2.22,4.78,2.24,0.02,0.80,0.11,55.10,44.30,63.30,53.80,28.10,60.80,22.50,42.30,35.90,44.40,49.00,40.80,18.60,0.00
0.23,3710.00,4520.00,9.34,27.10,42.30,2710.00,74.60,120.00,0.33,79.90,49.40,2640.00,24.80,49.20,3110.00,23.10,66.00,237.00,343.00,94.60,77.40,32.50,8.70,26.00,6.76,18.50,1.65,33.20,13.90,23.90,1.13,18.00,2.30,4.80,2.26,0.02,0.80,0.11,55.10,44.30,63.90,53.90,21.70,60.90,22.80,39.50,36.20,44.60,49.10,42.10,17.70,0.00
0.23,3710.00,4550.00,9.24,26.90,42.80,2710.00,74.00,120.00,0.33,79.90,51.10,2640.00,25.10,51.00,3110.00,23.30,65.90,235.00,343.00,94.40,77.10,32.50,8.70,26.00,6.76,18.50,1.65,33.20,13.90,23.90,1.13,18.00,2.30,4.80,2.26,0.03,0.82,0.10,54.70,44.50,63.90,53.50,21.70,62.90,22.50,38.90,41.40,49.00,48.80,41.40,17.30,0.00
0.22,3710.00,4550.00,9.28,27.00,42.30,2710.00,76.10,120.00,0.35,80.10,50.40,2640.00,23.70,49.20,3110.00,22.80,65.90,235.00,343.00,94.40,77.50,31.80,9.05,26.20,6.87,18.30,1.65,32.80,13.80,24.20,1.18,18.00,2.28,4.91,2.25,0.03,0.82,0.10,54.70,44.50,63.60,54.10,21.60,60.40,22.70,41.10,39.30,44.60,48.40,42.20,18.40,0.00
0.22,3680.00,4490.00,9.28,26.80,42.30,2710.00,75.80,120.00,0.35,80.20,49.80,2640.00,24.70,50.30,3100.00,23.50,65.90,233.00,343.00,94.40,77.50,31.80,9.05,26.20,6.87,18.30,1.65,32.80,13.80,24.20,1.18,18.00,2.28,4.91,2.25,0.03,0.82,0.10,54.70,44.50,64.00,54.90,21.80,63.00,22.30,40.90,37.40,47.20,48.10,41.00,16.80,0.00
0.29,3650.00,4530.00,9.33,26.90,42.90,2710.00,76.30,120.00,0.34,80.10,49.00,2640.00,25.80,50.00,3100.00,23.00,65.90,235.00,343.00,94.40,77.20,32.60,8.97,26.70,7.04,18.60,1.65,33.20,13.80,24.10,1.37,18.40,2.29,4.86,2.29,0.03,0.82,0.10,54.70,44.50,63.60,54.90,28.60,60.90,22.30,39.30,35.10,46.60,47.60,40.90,18.00,0.00
0.29,3690.00,4560.00,9.49,27.20,42.20,2710.00,74.60,120.00,0.33,80.10,48.60,2640.00,25.60,49.20,3100.00,22.60,65.90,230.00,343.00,94.50,77.00,32.60,8.97,26.70,7.04,18.60,1.65,33.20,13.80,24.10,1.37,18.40,2.29,4.86,2.29,0.03,0.82,0.10,54.70,44.50,63.00,54.60,28.80,60.90,22.60,39.70,33.90,44.60,47.60,41.40,18.80,0.00
0.21,3640.00,4550.00,9.35,27.00,42.00,2700.00,75.70,120.00,0.34,79.80,50.70,2630.00,25.70,48.40,3100.00,22.10,65.80,230.00,343.00,94.70,76.70,32.40,8.99,26.60,6.95,18.90,1.67,33.30,14.00,24.20,1.33,18.30,2.26,4.93,2.36,0.02,0.82,0.09,54.30,43.30,62.20,54.00,20.80,61.60,22.70,40.70,40.20,42.80,47.80,41.20,20.10,0.00
0.21,3610.00,4530.00,9.25,26.80,42.70,2700.00,74.90,120.00,0.34,79.70,49.60,2630.00,24.90,50.50,3100.00,23.20,65.70,231.00,343.00,94.70,77.20,32.40,8.99,26.60,6.95,18.90,1.67,33.30,14.00,24.20,1.33,18.30,2.26,4.93,2.36,0.02,0.82,0.09,54.30,43.30,62.80,54.20,21.10,61.20,22.20,40.10,36.80,47.80,47.50,40.90,17.50,0.00
0.22,3680.00,4540.00,9.50,27.00,42.40,2700.00,74.30,120.00,0.35,79.90,51.00,2630.00,23.70,49.40,3100.00,23.80,65.60,231.00,343.00,94.70,77.30,32.40,8.82,26.40,6.96,18.80,1.68,33.40,13.70,24.20,1.21,18.40,2.22,4.89,2.34,0.02,0.82,0.09,54.30,43.30,62.40,53.40,22.10,58.80,22.70,42.20,41.00,45.20,47.30,40.90,16.20,0.00
0.22,3660.00,4480.00,9.27,27.30,42.10,2710.00,74.90,120.00,0.35,80.20,49.80,2640.00,23.90,49.80,3100.00,23.10,65.60,229.00,342.00,94.70,77.90,32.40,8.82,26.40,6.96,18.80,1.68,33.40,13.70,24.20,1.21,18.40,2.22,4.89,2.34,0.02,0.82,0.09,54.30,43.30,62.60,54.10,22.10,62.30,22.70,42.20,37.60,46.20,47.40,40.70,17.80,0.00
0.23,3680.00,4510.00,9.54,26.60,42.70,2710.00,75.00,120.00,0.33,80.20,49.80,2630.00,24.80,49.90,3100.00,23.70,65.70,229.00,342.00,94.60,77.20,32.50,8.89,26.20,6.89,19.20,1.62,32.90,14.00,24.00,1.19,18.90,2.28,4.77,2.14,0.02,0.82,0.09,54.30,43.30,62.20,54.00,22.70,61.20,22.10,38.80,37.40,46.30,47.20,41.10,16.40,0.00
0.23,3670.00,4480.00,9.30,27.20,42.60,2710.00,75.20,120.00,0.33,80.10,51.10,2640.00,25.20,50.60,3100.00,23.10,65.70,230.00,342.00,94.80,77.50,32.50,8.89,26.20,6.89,19.20,1.62,32.90,14.00,24.00,1.19,18.90,2.28,4.77,2.14,0.02,0.83,0.11,54.00,44.00,62.20,54.50,22.50,61.60,22.20,38.50,41.20,47.90,47.00,40.80,17.60,0.00
0.21,3650.00,4490.00,9.40,26.90,42.60,2710.00,74.70,120.00,0.36,80.30,49.70,2640.00,24.00,50.40,3100.00,23.10,65.70,229.00,342.00,94.60,77.40,32.60,8.73,25.80,6.95,18.70,1.64,33.10,13.90,23.90,1.29,18.70,2.28,4.93,2.26,0.02,0.83,0.11,54.00,44.00,63.20,53.10,20.90,60.50,22.60,43.30,37.30,47.40,46.90,41.10,17.70,0.00
0.22,3650.00,4460.00,9.41,26.80,42.60,2710.00,74.80,120.00,0.36,80.30,49.30,2640.00,25.50,50.80,3100.00,23.10,65.70,227.00,341.00,94.70,77.50,32.60,8.73,25.80,6.95,18.70,1.64,33.10,13.90,23.90,1.29,18.70,2.28,4.93,2.26,0.02,0.83,0.11,54.00,44.00,63.20,53.60,20.90,60.80,22.30,43.50,36.20,48.50,46.90,41.10,17.70,0.00
0.20,3640.00,4490.00,9.41,27.10,42.10,2700.00,74.70,120.00,0.35,80.10,50.10,2630.00,26.50,49.20,3100.00,23.10,65.70,228.00,342.00,94.60,77.00,32.10,9.05,26.60,6.63,19.20,1.63,33.20,13.80,24.00,1.22,18.70,2.24,4.76,2.29,0.02,0.83,0.11,54.00,44.00,62.80,54.40,19.70,60.80,22.30,41.80,38.40,44.70,46.70,41.70,17.70,0.00
0.20,3620.00,4480.00,9.39,27.10,42.10,2700.00,75.40,120.00,0.35,79.90,49.50,2630.00,27.90,50.90,3100.00,22.10,65.70,227.00,342.00,94.90,77.20,32.10,9.05,26.60,6.63,19.20,1.63,33.20,13.80,24.00,1.22,18.70,2.24,4.76,2.29,0.02,0.83,0.11,54.00,44.00,63.10,54.60,19.60,61.90,22.30,41.70,36.70,48.60,46.60,40.10,20.00,0.00
0.25,3750.00,4480.00,9.40,26.30,42.40,2710.00,75.10,120.00,0.34,80.10,48.50,2630.00,25.90,49.40,3100.00,23.60,65.60,228.00,341.00,94.50,77.40,32.20,9.05,26.10,6.91,18.60,1.64,33.10,13.70,24.60,1.40,18.50,2.25,4.94,2.36,0.03,0.83,0.11,53.70,43.50,63.80,53.40,24.10,58.70,22.00,39.90,33.60,45.10,46.50,42.50,16.50,0.00
0.25,3720.00,4470.00,9.43,26.90,42.40,2710.00,75.10,120.00,0.34,80.30,51.10,2640.00,24.00,50.30,3110.00,23.00,65.60,226.00,341.00,94.50,77.60,32.20,9.05,26.10,6.91,18.60,1.64,33.10,13.70,24.60,1.40,18.50,2.25,4.94,2.36,0.03,0.83,0.11,53.70,43.50,64.40,53.50,24.30,61.10,22.20,39.90,41.50,47.20,46.40,40.60,18.00,0.00
0.23,3640.00,4510.00,9.47,27.00,42.10,2710.00,74.50,120.00,0.33,80.20,47.30,2640.00,27.00,47.50,3100.00,23.30,65.70,227.00,342.00,94.40,77.10,32.50,9.00,26.40,6.80,18.90,1.64,33.20,13.90,24.30,1.00,19.00,2.27,4.79,2.33,0.03,0.83,0.11,53.70,43.50,63.40,54.30,22.70,60.40,22.40,39.40,30.30,40.70,46.30,42.50,17.20,0.00
0.23,3660.00,4540.00,9.41,26.90,42.00,2700.00,75.20,120.00,0.33,80.00,51.60,2630.00,24.60,50.10,3100.00,23.50,65.60,225.00,341.00,94.60,77.20,32.50,9.00,26.40,6.80,18.90,1.64,33.20,13.90,24.30,1.00,19.00,2.27,4.79,2.33,0.03,0.83,0.11,53.70,43.50,63.00,54.00,23.00,60.70,21.80,39.50,42.80,46.70,46.30,40.30,16.90,0.00
0.20,3700.00,4520.00,9.30,26.80,42.30,2700.00,74.80,120.00,0.35,80.00,49.00,2630.00,25.50,51.80,3100.00,22.60,65.60,226.00,341.00,94.60,77.20,32.50,8.96,26.60,7.00,18.70,1.64,33.20,13.60,24.00,1.23,18.20,2.26,4.84,2.34,0.03,0.83,0.11,53.70,43.50,63.20,53.50,19.70,60.30,22.10,41.90,35.30,50.80,46.10,41.20,18.90,0.00
0.20,3680.00,4460.00,9.37,27.00,42.40,2700.00,76.30,120.00,0.35,80.10,49.40,2630.00,26.20,49.60,3100.00,23.40,65.50,223.00,341.00,94.60,77.50,32.50,8.96,26.60,7.00,18.70,1.64,33.20,13.60,24.00,1.23,18.20,2.26,4.84,2.34,0.02,0.82,0.09,53.00,43.20,63.60,54.20,19.60,59.60,22.00,41.70,36.40,45.50,46.30,41.00,16.90,0.00
0.20,3630.00,4510.00,9.47,26.70,42.00,2710.00,75.00,120.00,0.32,80.40,49.40,2640.00,24.50,49.60,3100.00,23.50,65.60,223.00,341.00,94.60,77.50,32.20,8.84,26.70,6.89,18.40,1.65,33.00,13.80,24.30,1.34,18.40,2.25,4.90,2.31,0.02,0.82,0.09,53.00,43.20,62.80,54.20,19.80,60.70,22.70,38.60,36.40,45.70,46.20,41.10,16.80,0.00
0.21,3610.00,4520.00,9.39,27.10,42.40,2710.00,75.00,120.00,0.32,80.20,49.50,2630.00,24.00,51.50,3100.00,23.60,65.60,225.00,341.00,94.70,77.00,32.20,8.84,26.70,6.89,18.40,1.65,33.00,13.80,24.30,1.34,18.40,2.25,4.90,2.31,0.02,0.82,0.09,53.00,43.20,63.10,54.10,19.80,61.80,22.20,37.90,36.80,50.00,46.00,40.70,16.50,0.00
0.23,3670.00,4510.00,9.25,26.80,42.10,2710.00,75.70,120.00,0.34,80.00,48.60,2630.00,24.50,50.00,3100.00,24.00,65.60,222.00,341.00,94.70,77.00,31.70,8.82,26.70,6.93,18.40,1.64,32.90,13.80,24.10,1.31,18.40,2.22,4.84,2.30,0.02,0.82,0.09,53.00,43.20,62.90,54.80,22.40,62.60,22.10,39.90,33.90,46.50,46.20,40.90,15.50,0.00
0.23,3710.00,4530.00,9.50,27.20,42.30,2710.00,75.30,120.00,0.34,80.10,51.00,2640.00,24.20,49.50,3100.00,22.90,65.50,225.00,340.00,94.70,77.20,31.70,8.82,26.70,6.93,18.40,1.64,32.90,13.80,24.10,1.31,18.40,2.22,4.84,2.30,0.02,0.82,0.09,53.00,43.20,62.20,54.60,22.50,59.40,22.40,39.90,41.00,45.40,45.90,41.10,18.20,0.00
0.28,3680.00,4510.00,9.41,26.90,42.40,2710.00,75.40,120.00,0.34,80.00,50.10,2640.00,25.40,51.60,3110.00,23.90,65.50,222.00,340.00,94.60,77.10,32.60,9.04,26.60,6.75,18.80,1.70,32.40,13.80,24.20,1.43,18.50,2.25,4.88,2.27,0.02,0.85,0.12,52.80,43.20,62.40,54.90,28.10,58.60,22.00,40.00,38.30,50.10,45.60,41.60,15.80,0.00
0.28,3630.00,4570.00,9.36,26.90,42.20,2710.00,74.60,120.00,0.34,80.10,48.60,2640.00,24.90,49.80,3110.00,23.70,65.50,220.00,341.00,94.60,77.60,32.60,9.04,26.60,6.75,18.80,1.70,32.40,13.80,24.20,1.43,18.50,2.25,4.88,2.27,0.02,0.85,0.12,52.80,43.20,63.40,54.20,27.50,60.50,22.10,39.50,34.10,46.10,45.50,41.30,16.40,0.00
0.20,3750.00,4500.00,9.34,27.20,42.90,2710.00,74.90,120.00,0.34,80.20,48.60,2640.00,27.40,49.90,3110.00,22.70,65.50,222.00,341.00,94.50,77.40,31.60,8.95,26.00,6.94,18.50,1.69,32.30,13.90,24.00,1.11,18.70,2.25,4.91,2.25,0.02,0.85,0.12,52.80,43.20,62.80,54.20,19.40,62.00,22.30,39.40,33.90,46.30,45.10,41.20,18.70,0.00
0.20,3710.00,4490.00,9.23,26.80,42.90,2710.00,75.20,120.00,0.33,80.40,50.60,2640.00,24.80,48.40,3110.00,23.60,65.40,222.00,341.00,94.50,77.50,31.60,8.95,26.00,6.94,18.50,1.69,32.30,13.90,24.00,1.11,18.70,2.25,4.91,2.25,0.02,0.85,0.12,52.80,43.20,63.50,54.40,19.40,63.00,21.90,39.60,40.00,42.80,44.80,41.50,16.40,0.00
0.29,3630.00,4530.00,9.37,26.80,42.20,2710.00,75.80,120.00,0.35,80.20,50.70,2640.00,24.80,48.90,3110.00,20.80,65.50,221.00,340.00,94.50,77.10,32.20,8.81,26.70,6.88,18.90,1.66,33.20,13.90,24.30,1.12,18.60,2.31,4.78,2.26,0.02,0.85,0.12,52.80,43.20,63.30,54.50,28.80,63.00,22.10,42.20,40.00,44.00,44.70,40.80,23.10,0.00
0.29,3660.00,4570.00,9.42,26.70,42.30,2710.00,75.40,120.00,0.35,79.90,50.30,2630.00,25.80,50.80,3110.00,21.80,65.40,223.00,340.00,94.60,76.80,32.20,8.81,26.70,6.88,18.90,1.66,33.20,13.90,24.30,1.12,18.60,2.31,4.78,2.26,0.01,0.82,0.09,54.40,43.80,62.70,54.10,28.80,59.60,21.80,41.50,38.90,48.30,45.00,40.40,20.80,0.00
0.23,3650.00,4480.00,9.48,27.00,42.30,2710.00,74.80,120.00,0.35,79.80,51.30,2630.00,24.00,48.80,3100.00,22.10,65.30,222.00,341.00,94.70,77.20,31.70,9.00,27.10,6.97,18.70,1.65,33.00,13.80,23.90,1.29,18.70,2.29,4.89,2.41,0.01,0.82,0.09,54.40,43.80,63.40,54.20,23.20,61.90,22.30,41.60,41.80,43.80,45.20,41.50,20.20,0.00
0.23,3640.00,4540.00,9.34,27.20,41.90,2710.00,76.00,120.00,0.35,80.00,48.60,2630.00,24.90,49.60,3100.00,22.50,65.30,224.00,340.00,94.70,77.50,31.70,9.00,27.10,6.97,18.70,1.65,33.00,13.80,23.90,1.29,18.70,2.29,4.89,2.41,0.01,0.82,0.09,54.40,43.80,63.60,53.50,23.00,61.20,22.20,42.10,33.90,45.70,45.10,40.90,19.10,0.00
0.29,3640.00,4560.00,9.27,27.20,42.30,2710.00,75.20,120.00,0.33,80.10,48.90,2640.00,24.90,49.10,3110.00,22.50,65.30,223.00,341.00,94.60,77.30,32.20,9.05,26.40,6.95,18.80,1.67,32.60,13.60,24.30,1.41,18.20,2.23,4.83,2.35,0.01,0.82,0.09,54.40,43.80,62.80,53.80,28.70,64.00,22.00,39.70,34.80,44.40,45.30,41.00,19.20,0.00
0.29,3640.00,4530.00,9.35,26.90,42.60,2710.00,74.40,120.00,0.33,80.10,49.00,2640.00,25.20,48.90,3110.00,23.20,65.30,223.00,340.00,94.80,77.30,32.20,9.05,26.40,6.95,18.80,1.67,32.60,13.60,24.30,1.41,18.20,2.23,4.83,2.35,0.01,0.82,0.09,54.40,43.80,62.80,54.20,28.90,61.50,21.60,39.60,35.10,43.90,45.40,41.10,17.50,0.00
0.24,3650.00,4480.00,9.28,26.90,42.20,2710.00,74.80,120.00,0.32,80.20,50.50,2640.00,26.70,48.70,3110.00,22.80,65.40,221.00,340.00,94.50,77.60,32.00,9.14,26.40,6.67,19.00,1.64,32.60,13.80,24.00,1.23,18.90,2.27,4.82,2.34,0.03,0.83,0.09,53.40,43.90,62.80,54.40,23.90,59.10,22.00,37.20,39.70,43.40,45.00,41.80,18.40,0.00
0.24,3640.00,4520.00,9.32,27.10,42.50,2710.00,75.70,120.00,0.32,80.20,51.60,2640.00,27.70,48.40,3110.00,23.60,65.40,221.00,341.00,94.70,77.20,32.00,9.14,26.40,6.67,19.00,1.64,32.60,13.80,24.00,1.23,18.90,2.27,4.82,2.34,0.03,0.83,0.09,53.40,43.90,62.90,54.00,23.80,62.50,22.30,37.10,42.80,42.90,44.70,41.30,16.60,0.00
0.26,3710.00,4490.00,9.37,26.90,42.40,2710.00,75.70,120.00,0.33,80.10,47.90,2640.00,25.60,49.60,3110.00,22.80,65.30,219.00,341.00,94.40,77.70,32.80,8.93,26.80,7.02,18.70,1.63,32.80,13.90,24.50,1.21,18.90,2.28,4.78,2.28,0.03,0.83,0.09,53.40,43.90,64.20,53.80,25.50,59.60,22.10,39.60,31.80,45.50,44.80,41.30,18.50,0.00
0.26,3750.00,4510.00,9.37,26.70,42.30,2710.00,75.80,120.00,0.33,80.20,49.10,2640.00,23.40,50.20,3110.00,23.10,65.40,216.00,340.00,94.40,77.40,32.80,8.93,26.80,7.02,18.70,1.63,32.80,13.90,24.50,1.21,18.90,2.28,4.78,2.28,0.03,0.83,0.09,53.40,43.90,63.50,53.60,25.40,61.20,21.80,39.70,35.50,47.00,44.80,40.40,17.70,0.00
0.19,3630.00,4490.00,9.22,26.70,42.10,2710.00,74.90,120.00,0.34,80.00,50.20,2630.00,24.40,49.00,3100.00,23.10,65.40,216.00,340.00,94.70,77.00,32.10,8.84,26.80,6.78,18.60,1.62,32.70,13.80,24.30,1.01,18.30,2.28,4.92,2.35,0.03,0.83,0.09,53.40,43.90,62.50,54.50,18.20,62.60,21.70,40.90,38.70,44.20,44.60,41.10,17.80,0.00
0.19,3640.00,4530.00,9.22,27.10,42.40,2700.00,74.80,120.00,0.34,79.70,51.60,2630.00,25.10,49.40,3100.00,23.10,65.30,221.00,340.00,94.90,76.90,32.10,8.84,26.80,6.78,18.60,1.62,32.70,13.80,24.30,1.01,18.30,2.28,4.92,2.35,0.01,0.85,0.09,52.70,44.20,62.40,54.10,18.30,63.40,22.10,40.90,42.90,45.10,44.20,39.70,17.80,0.00
0.25,3680.00,4550.00,9.33,26.80,42.50,2700.00,74.80,120.00,0.33,79.80,50.00,2630.00,25.40,49.80,3100.00,23.50,65.20,220.00,340.00,94.60,76.90,31.90,8.77,26.90,6.91,18.70,1.68,32.70,13.70,23.50,1.28,18.80,2.22,4.76,2.24,0.01,0.85,0.09,52.70,44.20,63.70,54.10,24.00,62.70,21.70,40.30,38.20,46.10,44.20,41.40,16.90,0.00
0.25,3710.00,4490.00,9.42,26.80,42.50,2710.00,75.80,120.00,0.34,80.00,51.10,2630.00,25.70,50.60,3100.00,23.70,65.20,220.00,340.00,94.60,77.30,31.90,8.77,26.90,6.91,18.70,1.68,32.70,13.70,23.50,1.28,18.80,2.22,4.76,2.24,0.01,0.85,0.09,52.70,44.20,63.20,54.90,23.90,59.70,22.00,39.80,41.20,47.90,44.20,41.30,16.40,0.00
